,TStatistic,PValue,PValCorr,RejectionCorr,F_C
FBXO2,2.936721870391033,0.005220066362620572,0.4558028067854576,False,1.447679915907351
FBXO44,1.2713304485601842,0.21121665803031808,1.0,False,1.1183405525526473
FBXO6,-5.869170139836313,9.267968587596561e-07,0.001154300950927533,True,1.7465110767629108
MAD2L2,-2.1393882331056813,0.03787202509305038,1.0,False,1.123193649282097
AGTRAP,-3.121863090050439,0.003140007153439626,0.3237497769879719,False,1.220260098522645
MTHFR,-0.4899123802990988,0.6269087681951233,1.0,False,1.027088605023209
CLCN6,1.5313027710858964,0.13313641470634327,1.0,False,1.0902070774373298
NPPA,0.8880903234546139,0.3831196773306005,1.0,False,1.4460839534150813
KIAA2013,-1.1677535789623332,0.2495566766960913,1.0,False,1.0712359953472508
PLOD1,-0.6620955024874783,0.5113450937316605,1.0,False,1.0410261650201595
MFN2,1.0058184374211836,0.32356692148428357,1.0,False,1.1336559189826003
MIIP,-1.833754146842543,0.07425218881941642,1.0,False,1.0865640589056342
TNFRSF8,2.7760506019411806,0.008283035745821662,0.6161665587560827,False,1.327683967063835
TNFRSF1B,0.18264634009057382,0.8559105604732093,1.0,False,1.0148445072707446
VPS13D,1.8611505787297022,0.06938988679195048,1.0,False,1.0974555531439765
DHRS3,2.038478811028282,0.0474103679660128,1.0,False,1.244422092223054
LRRC38,4.249277220887613,0.00021487286470818972,0.05002429708803736,False,2.7805764133235096
PDPN,0.9077225282829815,0.36891113986784196,1.0,False,1.0886735352536028
PRDM2,0.36711187155516906,0.715775753037282,1.0,False,1.0213694345939273
KAZN,2.6740060432671826,0.010713793309692724,0.7247777944348497,False,1.1835038428277174
C1orf126,1.1432451720536447,0.25943778073593615,1.0,False,1.1601491712246284
TMEM51,-2.151150158207307,0.038465952311875364,1.0,False,1.2311915373332742
FHAD1,0.555262506234434,0.5816747209603337,1.0,False,1.0791295482676908
EFHD2,-4.568586138125798,3.812460600571667e-05,0.015448636643266959,True,1.265496447823961
CTRC,-0.38400128077693524,0.7027899663893592,1.0,False,1.0395749691115532
CASP9,2.135491122357869,0.038285211103695316,1.0,False,1.2127906271330335
DNAJC16,-0.7022654254269957,0.486273796783537,1.0,False,1.070265977375602
AGMAT,-3.128895381645018,0.00319702312082382,0.3265886029264554,False,1.3795153264359805
PLEKHM2,-1.1264120293478292,0.26636203455430474,1.0,False,1.0588932648638263
SLC25A34,0.8808477936729576,0.38308069932312483,1.0,False,1.0737233246546796
FBLIM1,-1.4421923691390575,0.15819693073667834,1.0,False,1.1064495154827927
UQCRHL,0.9509790933648079,0.34669936361293774,1.0,False,1.1132134827378015
FLJ37453,0.6410148731177222,0.5250891252216656,1.0,False,1.0517649672602472
SPEN,1.9092581263296156,0.06278932459029868,1.0,False,1.1532271146690611
ZBTB17,-1.4695833366270263,0.1487523262484626,1.0,False,1.0742670531632885
C1orf64,-1.205236071376431,0.2344352355427051,1.0,False,1.3259324367810934
HSPB7,1.8883379334914794,0.06696131058570753,1.0,False,1.4230080935719809
CLCNKA,1.969134560198342,0.055205255457241066,1.0,False,1.3292584207050335
EPHA2,4.730806350786961,2.635385256000378e-05,0.011938835831259096,True,1.4861054872399646
ARHGEF19,-1.5399654869219157,0.13057450217872374,1.0,False,1.1345701468553362
RSG1,-0.7020994219139187,0.4864724986099921,1.0,False,1.050597376313447
FBXO42,-0.5023715020898945,0.6179037413436494,1.0,False,1.038865168460773
C1orf144,-0.8880590593955078,0.3794564500922182,1.0,False,1.048735922274476
NECAP2,-0.8469373975380821,0.40151188982438046,1.0,False,1.0572564603382888
CROCCP3,1.0487719124349952,0.29990959950910506,1.0,False,1.1439812056240646
CROCCP2,0.6813289082784946,0.49915521129036455,1.0,False,1.1026842473122502
MST1P2,2.42066221974727,0.01960719994029347,1.0,False,1.3941565108260066
CROCC,-0.23781642171745596,0.8131168124553996,1.0,False,1.018000108883891
MFAP2,-3.7610288023192893,0.0007596074703367294,0.1205608743582126,False,1.9395571687842852
ATP13A2,-3.522065557845981,0.0010047777624767288,0.14520236385003743,False,1.2475990195333346
SDHB,-0.5821085968763061,0.563789874653814,1.0,False,1.0392450671463735
PADI2,3.9746751708287307,0.00025392578245451476,0.056407654953383776,False,1.7824770179263603
PADI3,-1.748620600785931,0.09392529822034486,1.0,False,2.357369648733002
PADI4,0.19339440170120345,0.8476088600452524,1.0,False,1.0311840665917626
RCC2,-0.940853787932758,0.3518248563040285,1.0,False,1.0679326470919142
ARHGEF10L,0.4644536749769373,0.6446528064686825,1.0,False,1.0381868967103998
ACTL8,-2.1769099722003444,0.0387464889120349,1.0,False,1.823775153000715
IGSF21,-1.3728983517966755,0.178956254358935,1.0,False,1.267330892584077
KLHDC7A,-2.6231508834450468,0.012985333586740408,0.821652706722968,False,1.6767406720218614
PAX7,-2.582195388429802,0.016784106112446785,0.9639827402728912,False,2.6274093389799487
ALDH4A1,-1.4727915635146784,0.14843305726138092,1.0,False,1.1277663395407778
IFFO2,3.4121627113040005,0.0016225409808702951,0.2011343491653618,False,1.4016118666720423
UBR4,0.40041810350840606,0.6907804007441661,1.0,False,1.028991516904534
KIAA0090,0.8994574801094942,0.3732309261714656,1.0,False,1.05798872889854
MRTO4,1.334341055802483,0.19017577188049611,1.0,False,1.1113204198011222
AKR7L,-0.005988490950198594,0.995248712822932,1.0,False,1.001000415267461
AKR7A3,-2.382152699740189,0.023571339360802517,1.0,False,1.6802754389894967
LOC100506730,0.30407157309517935,0.7625396170227017,1.0,False,1.0386725600971716
AKR7A2,-0.2161685637236177,0.8298554657253567,1.0,False,1.032131331901761
PQLC2,-3.0969518308090254,0.003391800175321977,0.33733028754443956,False,1.2342020298677654
CAPZB,-2.5224634989412493,0.01526395316521868,0.9093825900166375,False,1.193671964414625
C1orf151,-1.1050215083267871,0.27502518943415555,1.0,False,1.1174307475765255
NBL1,-2.2298333243035837,0.03188080504524144,1.0,False,1.2852806913963086
TMCO4,1.6794644768101414,0.09999910723890705,1.0,False,1.1129713328742323
RNF186,5.253420348501045,1.6478882520353793e-05,0.008685087486948977,True,2.5480541000297645
OTUD3,2.0766349924555936,0.0440712314364674,1.0,False,1.1992702650869542
PLA2G2A,-1.8878113686580154,0.0677150054027962,1.0,False,1.5548897579853944
PLA2G5,1.9665567314558983,0.05544551719787615,1.0,False,1.2887028281326878
PLA2G2D,-1.6738931202600222,0.10327893055220408,1.0,False,1.3661555560189156
UBXN10,-2.0176081909894474,0.05045846468916837,1.0,False,1.359845875025829
CAMK2N1,-2.2741115246226338,0.027779105782443393,1.0,False,1.3167373215073588
MUL1,-0.8764859653206191,0.386271895348813,1.0,False,1.0440368678479
FAM43B,-0.15993036518525322,0.8737947471208283,1.0,False,1.0231279202368997
CDA,-1.7550953743478979,0.08688697736221028,1.0,False,1.2755658170370714
PINK1,-0.9732932804313434,0.33581621373488146,1.0,False,1.042457861754071
DDOST,-0.7445856893075269,0.4604508844194022,1.0,False,1.0489249410215797
KIF17,0.5993641786190823,0.552007944897084,1.0,False,1.0439663381786144
HP1BP3,0.3793615767045015,0.7062276882999776,1.0,False,1.037200989507189
EIF4G3,-2.668997826434328,0.010912222668391276,0.7311474935081355,False,1.1520886992042834
ECE1,-0.7480423875320532,0.4584863081135465,1.0,False,1.0634273664508258
LOC100506801,2.3752186285004484,0.021984523288969358,1.0,False,1.3097856376988621
ALPL,5.414041366435613,3.6560853318641725e-06,0.0028677892030407673,True,1.8017497187039166
RAP1GAP,-0.788450573207418,0.43486894886331606,1.0,False,1.0630781900980766
USP48,1.36382570758456,0.1799266936973308,1.0,False,1.0893748298082282
LDLRAD2,-1.7014107665529152,0.0964103065659968,1.0,False,1.2929985627414318
HSPG2,-2.2389954833305103,0.030851605180628468,1.0,False,1.1903279857577462
NCRNA00339,1.1075284538306251,0.275200268689891,1.0,False,1.132849033280316
CDC42,-1.2384106016414025,0.22245282143276174,1.0,False,1.1378705454927307
WNT4,3.0399285040865363,0.004273799765897426,0.3957791489922353,False,1.5951161949978216
ZBTB40,-2.0198268343375054,0.05080028661675127,1.0,False,1.0927106560324233
EPHA8,-2.167419309792819,0.040963597245148996,1.0,False,3.306202104937403
C1QA,-1.5267534434262986,0.13382148634008284,1.0,False,1.158583798158791
C1QC,-1.7679668443916892,0.08454583847576058,1.0,False,1.2989971107911564
C1QB,-2.815385717444236,0.007410466490211492,0.5751324486651077,False,1.4192944490755903
EPHB2,-3.8453014352390342,0.0004557454922096737,0.0850775691896978,False,1.5111927515485815
LOC729059,0.6826420523178152,0.4984132195292805,1.0,False,1.0935394451696332
KDM1A,-0.8828492433408998,0.38200981988750826,1.0,False,1.064547509794072
LUZP1,0.4520773871521793,0.6535083786892477,1.0,False,1.0295422773509544
HNRNPR,0.42618828077602755,0.6720707619971904,1.0,False,1.038676923527434
ZNF436,0.7803962706999998,0.43924385011635403,1.0,False,1.0931936569339495
C1orf213,2.115635335572698,0.04043747144930953,1.0,False,1.2172560034599298
TCEA3,-2.238230403040065,0.030249204827045035,1.0,False,1.2091146178785581
ASAP3,-1.7928784532861877,0.07989959040034415,1.0,False,1.1285594255824234
E2F2,-2.5673929675346954,0.016868120341752738,0.9657121826688725,False,2.013501876447892
ID3,-0.6837492517072061,0.4978836068886846,1.0,False,1.070259681383749
MDS2,-3.3992048806103923,0.0017215630042692485,0.20891316409938263,False,1.6728978620933135
RPL11,2.455348245785765,0.018686362974939735,1.0,False,1.2597408130907168
TCEB3,-1.709049537107071,0.09446035676340084,1.0,False,1.077349159986829
LOC100506963,2.083910712925199,0.042881881405467885,1.0,False,1.2093747583025114
PITHD1,1.4947198554591645,0.14197798215337312,1.0,False,1.0600792189596342
LYPLA2,-1.7051760871933077,0.09506507935962714,1.0,False,1.2384829474567496
GALE,-3.3583066171308595,0.0018919852865990547,0.22485666934629817,False,1.4035720640347689
HMGCL,-1.572865818515135,0.1227745695096656,1.0,False,1.1226607100445838
FUCA1,-1.3094398925031292,0.19704427728178003,1.0,False,1.115526625789495
PNRC2,0.4004168264346243,0.6907582874234323,1.0,False,1.0504258310723122
SRSF10,1.430198274984975,0.15962354617291744,1.0,False,1.2106133265364583
MYOM3,0.7624261654538295,0.449814596784642,1.0,False,1.1071215841555315
IL28RA,1.1681841626071434,0.24917713372568337,1.0,False,1.1149788454700629
GRHL3,-1.140384070070326,0.26016436032713414,1.0,False,1.1783336301435452
C1orf201,-0.41853203440436754,0.6775629157741602,1.0,False,1.0315121487912493
NIPAL3,1.5858777815875604,0.12139684231134215,1.0,False,1.1010132442059561
RCAN3,-0.19958177920798256,0.8428431506010013,1.0,False,1.0280068531803226
C1orf130,2.3837747770262228,0.02294497499601529,1.0,False,1.5084521099678463
SRRM1,2.8977275035362813,0.0060910071131504194,0.5066163061060461,False,1.3137729796745206
CLIC4,-0.028695047331304662,0.9772432148863414,1.0,False,1.0036344590060908
RUNX3,0.0315083104799748,0.9750192318100447,1.0,False,1.003574513342887
SYF2,0.6372667364553296,0.5276402011902231,1.0,False,1.0409645229457885
C1orf63,1.158099481440469,0.2529643156639299,1.0,False,1.1599490862453812
TMEM50A,0.12991331531565653,0.8972155062309465,1.0,False,1.0095599694857162
RHCE,0.07617362844093506,0.9396211499955045,1.0,False,1.0098069612077323
TMEM57,-2.604915610380037,0.012430500226831167,0.7942681022573347,False,1.12417276245497
LDLRAP1,-1.7249312088192859,0.09140804714122171,1.0,False,1.132249784144951
MAN1C1,-0.16054788056375527,0.8731680985745053,1.0,False,1.020516370527357
SEPN1,-2.88322900665345,0.006391555956406737,0.5218734076401368,False,1.1203814798423735
FAM54B,1.1860969709291056,0.24209637232515382,1.0,False,1.1074272833619054
C1orf135,-1.7345225436851348,0.09309535494419297,1.0,False,1.4487692394111222
PAQR7,1.4254999337912604,0.1609266921927254,1.0,False,1.0865527468396479
STMN1,-1.398423655436058,0.17182649472092212,1.0,False,1.2769269821459404
