,TStatistic,PValue,PValCorr,RejectionCorr,F_C
C1orf213,1.4208076173956707,0.16212273136086597,1.0,False,1.1252843244426245
TCEA3,-3.0001507542060453,0.004571850385541131,0.5582166660300141,False,1.266974769135687
ASAP3,-3.034864352506111,0.004050137143363028,0.5196702445599892,False,1.2325840818297076
E2F2,-2.571890022334028,0.016560664439429454,1.0,False,2.0275762627001663
ID3,-2.1497165168359524,0.038088707124646744,1.0,False,1.2380753686203283
MDS2,-2.553036332164097,0.014284868520741997,1.0,False,1.5155345901164805
RPL11,0.9148106523854803,0.3653265983897038,1.0,False,1.0861275307966234
TCEB3,-1.7411583960415253,0.08927650419752035,1.0,False,1.0617353817841821
LOC100506963,0.14536001206000257,0.8850682520905375,1.0,False,1.0142569508862205
PITHD1,-1.658766685268484,0.10413137065727007,1.0,False,1.077805222156199
LYPLA2,-1.4500170226188487,0.1538962870394377,1.0,False,1.1916963388619048
GALE,-2.860051735055055,0.006795411104961813,0.703422326527125,False,1.3412967694737277
HMGCL,-1.1090451857742847,0.2731867529467418,1.0,False,1.0847831602407492
FUCA1,-0.22019180744495268,0.8267970703606821,1.0,False,1.0215938575906411
PNRC2,1.124847548321633,0.26648895978570303,1.0,False,1.1492375605678609
SRSF10,1.4961173937501373,0.14153926692577712,1.0,False,1.2258930073720118
MYOM3,1.1172478278199216,0.2710841079465413,1.0,False,1.2171211675881992
IL28RA,1.348851615068226,0.18521355938570863,1.0,False,1.1232463324006399
GRHL3,-0.07271560019753054,0.942382477581932,1.0,False,1.012046233929195
C1orf201,-1.2221232533231183,0.22791714071855104,1.0,False,1.1081813904033604
NIPAL3,-0.6215576734427949,0.537734978362661,1.0,False,1.0432344032509837
RCAN3,-0.413806572119491,0.6809389039599589,1.0,False,1.0464953711849763
C1orf130,3.070677251900901,0.004105812037072876,0.5233803495152926,False,1.6655786279877383
SRRM1,1.3444053261661786,0.1872487304721087,1.0,False,1.1743349835299528
CLIC4,0.9340553236739453,0.35523166281291163,1.0,False,1.1259418228710156
RUNX3,-1.5037823875411684,0.1418818664626656,1.0,False,1.1862629849154174
SYF2,0.6422757587332585,0.5241299605376908,1.0,False,1.0388387413108322
C1orf63,1.8225220369312392,0.07488046843027268,1.0,False,1.2463511029192875
TMEM50A,-0.10197683743468453,0.9192183336036207,1.0,False,1.0078071555618233
RHCE,-0.24738261533362096,0.8058078458412737,1.0,False,1.0276319410872692
TMEM57,-2.4894840547010584,0.016493444757168473,1.0,False,1.1192949117499964
LDLRAP1,-1.6186297880097786,0.11238717895205415,1.0,False,1.118656617362975
MAN1C1,0.161100224561693,0.87273142221458,1.0,False,1.0190952509973972
SEPN1,-0.4379901300764816,0.6640846923957349,1.0,False,1.0200769859123366
FAM54B,0.22263740300847584,0.8248078061915649,1.0,False,1.017399450560654
C1orf135,-0.8764457771699712,0.3856642694660949,1.0,False,1.2250780428486139
PAQR7,2.204160122357316,0.03270771945323304,1.0,False,1.1527958727054677
STMN1,-1.216130769190307,0.23360180757294738,1.0,False,1.2268641096935606
PAFAH2,0.8024635827486796,0.42655155045632476,1.0,False,1.0624996338590154
EXTL1,6.60081836535082,1.0870463410084727e-07,0.0005592560635789013,True,2.383209744151477
SLC30A2,1.1205383726139226,0.26893747765684056,1.0,False,1.2382500717058609
TRIM63,1.0626946111379616,0.29354353983964243,1.0,False,1.1592006683598555
PDIK1L,0.35114284546314006,0.727107872609791,1.0,False,1.0434293685069944
GRRP1,2.201838745959412,0.03273724155424134,1.0,False,1.1865830547404608
ZNF593,-0.4036664756800298,0.6883287763196035,1.0,False,1.02528989649079
CNKSR1,1.5412818222693752,0.13056531718891431,1.0,False,1.1351668888871798
CEP85,-2.026556451965365,0.049237168553697606,1.0,False,1.1871862891117748
SH3BGRL3,-4.687716706963711,2.679372952124655e-05,0.021714406261911064,False,1.3132689041258063
UBXN11,0.6375081333252308,0.5271099289447548,1.0,False,1.0584180686847044
CD52,-3.1535823365715636,0.0036023211081888055,0.4837347444653778,False,1.5120678632669957
AIM1L,-4.666558347596973,4.195377385456075e-05,0.029938529154642176,False,1.9784814862342852
ZNF683,-1.8887930085202551,0.06804496548713056,1.0,False,1.3820468056559028
DHDDS,-2.8608194920978973,0.006411982992825174,0.6805671077464888,False,1.1363647453361347
HMGN2,0.920264273873379,0.3622357494887565,1.0,False,1.1189603879570091
RPS6KA1,-1.096918328000574,0.2784015602320695,1.0,False,1.0701927876773492
ARID1A,-0.5493949391012716,0.5855330932925364,1.0,False,1.032061419800265
PIGV,-0.03213908449564478,0.9745209640052802,1.0,False,1.0023145750078173
ZDHHC18,-1.5364186316157966,0.1312903626656678,1.0,False,1.1032639250120622
SFN,-1.162831809706578,0.2534194210524602,1.0,False,1.1444641681059335
GPN2,-1.3173212472264844,0.19442959761720935,1.0,False,1.0953120052320855
GPATCH3,0.45762595264980216,0.6500220885567236,1.0,False,1.0239886753768408
NUDC,0.5336999409436678,0.5963218302811597,1.0,False,1.0515764986206173
